student_id,week,assignment_submitted,submission_delay_days,short_text_submission
S2093,11,yes,0.0,I followed the instructions and addressed all the requirements..
S2093,12,yes,0.0,The examples in class really helped me understand the concepts better..
S2093,13,yes,1.0,I enjoyed exploring the different perspectives on this topic..
S2093,14,yes,1.0,I completed the assignment based on the course materials..
S2093,15,yes,0.0,I completed the assignment based on the course materials..
S2093,16,yes,1.0,The examples in class really helped me understand the concepts better..
S2094,1,yes,1.0,This connects well with what we studied in previous weeks..
S2094,2,yes,1.0,I found this topic interesting and learned a lot from the research..
S2094,3,yes,2.0,This connects well with what we studied in previous weeks..
S2094,4,no,,
S2094,5,yes,0.0,I tried to apply the methods we discussed in class..
S2094,6,no,,
S2094,7,yes,1.0,I completed the assignment based on the course materials..
S2094,8,no,,
S2094,9,yes,1.0,I followed the instructions and addressed all the requirements..
S2094,10,yes,0.0,I think I understand the main concepts from this exercise..
S2094,11,yes,2.0,I did the assignment as required..
S2094,12,yes,2.0,I followed the guidelines..
S2094,13,no,,
S2094,14,no,,
S2094,15,no,,
S2094,16,yes,2.0,I did the assignment as required..
S2095,1,yes,2.0,This connects well with what we studied in previous weeks..
S2095,2,yes,0.0,This connects well with what we studied in previous weeks..
S2095,3,yes,1.0,This connects well with what we studied in previous weeks..
S2095,4,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2095,5,yes,0.0,I followed the instructions and addressed all the requirements..
S2095,6,yes,0.0,I followed the instructions and addressed all the requirements..
S2095,7,no,,
S2095,8,yes,1.0,I completed the assignment based on the course materials..
S2095,9,yes,2.0,I think I understand the main concepts from this exercise..
S2095,10,no,,
S2095,11,yes,1.0,I followed the guidelines..
S2095,12,no,,
S2095,13,yes,1.0,I did the assignment as required..
S2095,14,no,,
S2095,15,yes,0.0,I did the assignment as required..
S2095,16,no,,
S2096,1,yes,0.0,I found this topic interesting and learned a lot from the research. I found the connections to previous material particularly helpful..
S2096,2,yes,0.0,This connects well with what we studied in previous weeks..
S2096,3,yes,0.0,This connects well with what we studied in previous weeks..
S2096,4,yes,0.0,The examples in class really helped me understand the concepts better. I found the connections to previous material particularly helpful..
S2096,5,yes,1.0,This connects well with what we studied in previous weeks..
S2096,6,yes,0.0,The examples in class really helped me understand the concepts better..
S2096,7,no,,
S2096,8,yes,1.0,The examples in class really helped me understand the concepts better..
S2096,9,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2096,10,yes,2.0,This connects well with what we studied in previous weeks..
S2096,11,no,,
S2096,12,yes,1.0,I found this topic interesting and learned a lot from the research..
S2096,13,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2096,14,no,,
S2096,15,no,,
S2096,16,yes,0.0,This connects well with what we studied in previous weeks..
S2097,1,yes,3.0,I followed the guidelines. I found the connections to previous material particularly helpful..
S2097,2,no,,
S2097,3,yes,1.0,I did the assignment as required..
S2097,4,yes,1.0,I completed what was asked for..
S2097,5,yes,1.0,I tried to apply the methods we discussed in class..
S2097,6,yes,0.0,I followed the guidelines..
S2097,7,yes,1.0,I turned in the assignment..
S2097,8,yes,1.0,I tried to apply the methods we discussed in class..
S2097,9,yes,2.0,I followed the guidelines..
S2097,10,yes,2.0,I did the assignment as required. I found the connections to previous material particularly helpful..
S2097,11,no,,
S2097,12,no,,
S2097,13,yes,1.0,I submitted the work..
S2097,14,yes,3.0,I did the assignment as required. I found the connections to previous material particularly helpful..
S2097,15,yes,1.0,I did the assignment as required. I found the connections to previous material particularly helpful..
S2097,16,yes,0.0,I followed the guidelines..
S2098,1,yes,1.0,The examples in class really helped me understand the concepts better..
S2098,2,yes,2.0,The examples in class really helped me understand the concepts better..
S2098,3,no,,
S2098,4,no,,
S2098,5,no,,
S2098,6,yes,1.0,I tried to apply the methods we discussed in class..
S2098,7,yes,0.0,I followed the instructions and addressed all the requirements..
S2098,8,yes,3.0,I think I understand the main concepts from this exercise..
S2098,9,yes,2.0,I tried to apply the methods we discussed in class..
S2098,10,no,,
S2098,11,no,,
S2098,12,yes,2.0,I did the assignment as required..
S2098,13,yes,2.0,I did the assignment as required..
S2098,14,no,,
S2098,15,no,,
S2098,16,no,,
S2099,1,yes,0.0,The examples in class really helped me understand the concepts better..
S2099,2,yes,2.0,The examples in class really helped me understand the concepts better..
S2099,3,yes,1.0,This connects well with what we studied in previous weeks..
S2099,4,yes,1.0,I applied what we learned to a real-world situation in my analysis..
S2099,5,yes,0.0,I think I understand the main concepts from this exercise..
S2099,6,no,,
S2099,7,yes,0.0,I followed the instructions and addressed all the requirements..
S2099,8,yes,1.0,I reviewed the readings and completed the analysis..
S2099,9,yes,3.0,I completed the assignment based on the course materials..
S2099,10,yes,0.0,I tried to apply the methods we discussed in class..
S2099,11,no,,
S2099,12,yes,2.0,I submitted the work..
S2099,13,yes,1.0,I turned in the assignment..
S2099,14,yes,3.0,I turned in the assignment..
S2099,15,no,,
S2099,16,no,,
S2100,1,yes,0.0,I completed the assignment based on the course materials..
S2100,2,yes,0.0,I reviewed the readings and completed the analysis..
S2100,3,yes,0.0,The examples in class really helped me understand the concepts better..
S2100,4,yes,0.0,I completed the assignment based on the course materials..
S2100,5,yes,0.0,I completed the assignment based on the course materials..
S2100,6,yes,2.0,I followed the instructions and addressed all the requirements..
S2100,7,yes,0.0,I think I understand the main concepts from this exercise..
S2100,8,yes,0.0,I reviewed the readings and completed the analysis..
S2100,9,yes,1.0,I enjoyed exploring the different perspectives on this topic..
S2100,10,no,,
S2100,11,yes,0.0,I think I understand the main concepts from this exercise..
S2100,12,yes,1.0,I reviewed the readings and completed the analysis..
S2100,13,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2100,14,yes,0.0,I think I understand the main concepts from this exercise..
S2100,15,yes,2.0,I followed the instructions and addressed all the requirements..
S2100,16,yes,1.0,I completed the assignment based on the course materials..
S2101,1,yes,1.0,I followed the instructions and addressed all the requirements..
S2101,2,yes,1.0,I completed the assignment based on the course materials. I found the connections to previous material particularly helpful..
S2101,3,yes,0.0,The examples in class really helped me understand the concepts better..
S2101,4,yes,0.0,I found this topic interesting and learned a lot from the research..
S2101,5,yes,2.0,The examples in class really helped me understand the concepts better..
S2101,6,yes,1.0,This connects well with what we studied in previous weeks..
S2101,7,yes,2.0,I reviewed the readings and completed the analysis..
S2101,8,yes,1.0,I tried to apply the methods we discussed in class..
S2101,9,no,,
S2101,10,yes,2.0,I reviewed the readings and completed the analysis. I found the connections to previous material particularly helpful..
S2101,11,yes,0.0,I found this topic interesting and learned a lot from the research. I found the connections to previous material particularly helpful..
S2101,12,yes,2.0,I completed the assignment based on the course materials..
S2101,13,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2101,14,yes,0.0,I followed the instructions and addressed all the requirements. I found the connections to previous material particularly helpful..
S2101,15,yes,2.0,I think I understand the main concepts from this exercise. I found the connections to previous material particularly helpful..
S2101,16,yes,0.0,I followed the instructions and addressed all the requirements..
S2102,1,yes,0.0,I found this topic interesting and learned a lot from the research..
S2102,2,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2102,3,yes,0.0,The examples in class really helped me understand the concepts better..
S2102,4,yes,1.0,I enjoyed exploring the different perspectives on this topic..
S2102,5,yes,2.0,I followed the instructions and addressed all the requirements..
S2102,6,yes,0.0,I followed the instructions and addressed all the requirements..
S2102,7,no,,
S2102,8,yes,1.0,I tried to apply the methods we discussed in class..
S2102,9,no,,
S2102,10,yes,1.0,I tried to apply the methods we discussed in class..
S2102,11,yes,1.0,I did the assignment as required. I found the connections to previous material particularly helpful..
S2102,12,no,,
S2102,13,no,,
S2102,14,yes,1.0,I submitted the work..
S2102,15,no,,
S2102,16,no,,
S2103,1,no,,
S2103,2,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2103,3,yes,1.0,This connects well with what we studied in previous weeks..
S2103,4,yes,1.0,I found this topic interesting and learned a lot from the research..
S2103,5,yes,0.0,I tried to apply the methods we discussed in class..
S2103,6,yes,0.0,I followed the instructions and addressed all the requirements..
S2103,7,yes,0.0,I completed the assignment based on the course materials..
S2103,8,no,,
S2103,9,yes,2.0,I reviewed the readings and completed the analysis..
S2103,10,no,,
S2103,11,yes,1.0,I did the assignment as required..
S2103,12,yes,3.0,I turned in the assignment..
S2103,13,yes,1.0,I did the assignment as required..
S2103,14,no,,
S2103,15,no,,
S2103,16,no,,
S2104,1,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2104,2,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2104,3,yes,1.0,The examples in class really helped me understand the concepts better..
S2104,4,yes,0.0,This connects well with what we studied in previous weeks..
S2104,5,yes,0.0,I found this topic interesting and learned a lot from the research..
S2104,6,yes,1.0,This connects well with what we studied in previous weeks..
S2104,7,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2104,8,yes,1.0,This connects well with what we studied in previous weeks..
S2104,9,yes,1.0,This connects well with what we studied in previous weeks..
S2104,10,yes,0.0,I found this topic interesting and learned a lot from the research..
S2104,11,yes,0.0,I found this topic interesting and learned a lot from the research..
S2104,12,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2104,13,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2104,14,yes,0.0,This connects well with what we studied in previous weeks..
S2104,15,yes,0.0,This connects well with what we studied in previous weeks..
S2104,16,no,,
S2105,1,yes,1.0,I reviewed the readings and completed the analysis..
S2105,2,yes,0.0,I reviewed the readings and completed the analysis..
S2105,3,yes,3.0,I submitted the work..
S2105,4,yes,0.0,I tried to apply the methods we discussed in class..
S2105,5,yes,1.0,I completed the assignment based on the course materials..
S2105,6,yes,2.0,I reviewed the readings and completed the analysis..
S2105,7,yes,0.0,I reviewed the readings and completed the analysis..
S2105,8,yes,0.0,I completed the assignment based on the course materials..
S2105,9,yes,0.0,I found this topic interesting and learned a lot from the research..
S2105,10,yes,1.0,I followed the instructions and addressed all the requirements..
S2105,11,yes,1.0,I reviewed the readings and completed the analysis..
S2105,12,yes,1.0,I think I understand the main concepts from this exercise..
S2105,13,yes,0.0,I reviewed the readings and completed the analysis..
S2105,14,yes,1.0,I tried to apply the methods we discussed in class..
S2105,15,yes,1.0,I completed the assignment based on the course materials..
S2105,16,yes,2.0,I completed the assignment based on the course materials..
S2106,1,yes,0.0,I completed the assignment based on the course materials..
S2106,2,no,,
S2106,3,yes,1.0,I completed the assignment based on the course materials..
S2106,4,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2106,5,yes,2.0,This connects well with what we studied in previous weeks..
S2106,6,yes,0.0,I found this topic interesting and learned a lot from the research..
S2106,7,yes,2.0,I applied what we learned to a real-world situation in my analysis..
S2106,8,yes,0.0,I reviewed the readings and completed the analysis..
S2106,9,yes,1.0,I think I understand the main concepts from this exercise..
S2106,10,yes,0.0,I completed the assignment based on the course materials..
S2106,11,yes,0.0,This connects well with what we studied in previous weeks..
S2106,12,yes,1.0,I completed the assignment based on the course materials..
S2106,13,yes,1.0,I applied what we learned to a real-world situation in my analysis..
S2106,14,no,,
S2106,15,no,,
S2106,16,yes,1.0,I followed the instructions and addressed all the requirements..
S2107,1,yes,0.0,This connects well with what we studied in previous weeks..
S2107,2,yes,1.0,I applied what we learned to a real-world situation in my analysis..
S2107,3,yes,2.0,I enjoyed exploring the different perspectives on this topic..
S2107,4,yes,0.0,I found this topic interesting and learned a lot from the research..
S2107,5,yes,0.0,I found this topic interesting and learned a lot from the research..
S2107,6,yes,0.0,The examples in class really helped me understand the concepts better..
S2107,7,yes,1.0,I completed the assignment based on the course materials..
S2107,8,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2107,9,yes,1.0,This connects well with what we studied in previous weeks..
S2107,10,no,,
S2107,11,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2107,12,yes,0.0,I found this topic interesting and learned a lot from the research..
S2107,13,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2107,14,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2107,15,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2107,16,yes,0.0,I found this topic interesting and learned a lot from the research..
S2108,1,yes,2.0,I enjoyed exploring the different perspectives on this topic..
S2108,2,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2108,3,yes,2.0,I found this topic interesting and learned a lot from the research..
S2108,4,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2108,5,no,,
S2108,6,yes,2.0,I reviewed the readings and completed the analysis..
S2108,7,yes,1.0,I reviewed the readings and completed the analysis..
S2108,8,yes,0.0,I tried to apply the methods we discussed in class..
S2108,9,yes,2.0,I completed the assignment based on the course materials..
S2108,10,yes,0.0,I reviewed the readings and completed the analysis..
S2108,11,no,,
S2108,12,yes,2.0,I followed the guidelines..
S2108,13,no,,
S2108,14,yes,2.0,I followed the guidelines..
S2108,15,no,,
S2108,16,yes,0.0,I followed the guidelines..
S2109,1,yes,2.0,I think I understand the main concepts from this exercise..
S2109,2,yes,1.0,I tried to apply the methods we discussed in class..
S2109,3,yes,0.0,I found this topic interesting and learned a lot from the research. I found the connections to previous material particularly helpful..
S2109,4,yes,1.0,This connects well with what we studied in previous weeks..
S2109,5,yes,0.0,I found this topic interesting and learned a lot from the research. I found the connections to previous material particularly helpful..
S2109,6,yes,2.0,The examples in class really helped me understand the concepts better..
S2109,7,yes,0.0,I think I understand the main concepts from this exercise..
S2109,8,yes,0.0,I completed the assignment based on the course materials..
S2109,9,yes,1.0,I enjoyed exploring the different perspectives on this topic..
S2109,10,yes,0.0,I completed the assignment based on the course materials..
S2109,11,yes,0.0,I found this topic interesting and learned a lot from the research..
S2109,12,yes,1.0,I tried to apply the methods we discussed in class. I found the connections to previous material particularly helpful..
S2109,13,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2109,14,yes,2.0,I followed the instructions and addressed all the requirements..
S2109,15,yes,0.0,I found this topic interesting and learned a lot from the research..
S2109,16,yes,0.0,I tried to apply the methods we discussed in class. I found the connections to previous material particularly helpful..
S2110,1,yes,0.0,I reviewed the readings and completed the analysis..
S2110,2,yes,0.0,I followed the instructions and addressed all the requirements..
S2110,3,yes,1.0,I followed the instructions and addressed all the requirements..
S2110,4,yes,2.0,I completed the assignment based on the course materials..
S2110,5,yes,0.0,I completed the assignment based on the course materials..
S2110,6,yes,0.0,I think I understand the main concepts from this exercise. I found the connections to previous material particularly helpful..
S2110,7,yes,1.0,I think I understand the main concepts from this exercise..
S2110,8,yes,0.0,I completed the assignment based on the course materials..
S2110,9,yes,3.0,I reviewed the readings and completed the analysis..
S2110,10,yes,0.0,I completed the assignment based on the course materials..
S2110,11,yes,2.0,I tried to apply the methods we discussed in class..
S2110,12,no,,
S2110,13,yes,1.0,I followed the instructions and addressed all the requirements..
S2110,14,yes,0.0,I followed the instructions and addressed all the requirements..
S2110,15,yes,1.0,I completed the assignment based on the course materials..
S2110,16,yes,2.0,I reviewed the readings and completed the analysis..
S2111,1,yes,0.0,I found this topic interesting and learned a lot from the research..
S2111,2,yes,0.0,I think I understand the main concepts from this exercise..
S2111,3,yes,0.0,I found this topic interesting and learned a lot from the research..
S2111,4,yes,0.0,I completed the assignment based on the course materials..
S2111,5,yes,0.0,The examples in class really helped me understand the concepts better..
S2111,6,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2111,7,yes,0.0,I reviewed the readings and completed the analysis..
S2111,8,yes,0.0,I found this topic interesting and learned a lot from the research..
S2111,9,yes,0.0,I think I understand the main concepts from this exercise..
S2111,10,yes,0.0,I reviewed the readings and completed the analysis..
S2111,11,yes,0.0,The examples in class really helped me understand the concepts better..
S2111,12,yes,0.0,I think I understand the main concepts from this exercise..
S2111,13,yes,1.0,The examples in class really helped me understand the concepts better..
S2111,14,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2111,15,yes,0.0,The examples in class really helped me understand the concepts better..
S2111,16,yes,0.0,I reviewed the readings and completed the analysis..
S2112,1,yes,1.0,I found this topic interesting and learned a lot from the research..
S2112,2,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2112,3,yes,0.0,I found this topic interesting and learned a lot from the research..
S2112,4,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2112,5,yes,2.0,I reviewed the readings and completed the analysis..
S2112,6,yes,1.0,I tried to apply the methods we discussed in class..
S2112,7,yes,0.0,I completed the assignment based on the course materials..
S2112,8,no,,
S2112,9,no,,
S2112,10,yes,1.0,I tried to apply the methods we discussed in class..
S2112,11,no,,
S2112,12,no,,
S2112,13,no,,
S2112,14,yes,3.0,I submitted the work..
S2112,15,yes,0.0,I turned in the assignment..
S2112,16,no,,
S2113,1,yes,0.0,I found this topic interesting and learned a lot from the research..
S2113,2,yes,0.0,I found this topic interesting and learned a lot from the research..
S2113,3,no,,
S2113,4,yes,0.0,The examples in class really helped me understand the concepts better..
S2113,5,yes,2.0,I enjoyed exploring the different perspectives on this topic..
S2113,6,yes,1.0,I enjoyed exploring the different perspectives on this topic..
S2113,7,yes,0.0,I found this topic interesting and learned a lot from the research..
S2113,8,no,,
S2113,9,yes,0.0,The examples in class really helped me understand the concepts better..
S2113,10,yes,0.0,I found this topic interesting and learned a lot from the research..
S2113,11,yes,1.0,This connects well with what we studied in previous weeks..
S2113,12,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2113,13,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2113,14,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2113,15,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2113,16,yes,0.0,I found this topic interesting and learned a lot from the research..
S2114,1,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2114,2,no,,
S2114,3,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2114,4,yes,1.0,This connects well with what we studied in previous weeks..
S2114,5,no,,
S2114,6,yes,0.0,The examples in class really helped me understand the concepts better..
S2114,7,yes,1.0,I found this topic interesting and learned a lot from the research..
S2114,8,yes,0.0,I found this topic interesting and learned a lot from the research..
S2114,9,yes,0.0,This connects well with what we studied in previous weeks..
S2114,10,yes,1.0,I found this topic interesting and learned a lot from the research..
S2114,11,yes,0.0,This connects well with what we studied in previous weeks..
S2114,12,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2114,13,yes,0.0,I found this topic interesting and learned a lot from the research..
S2114,14,yes,1.0,The examples in class really helped me understand the concepts better..
S2114,15,yes,0.0,This connects well with what we studied in previous weeks..
S2114,16,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2115,1,yes,1.0,This connects well with what we studied in previous weeks..
S2115,2,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2115,3,no,,
S2115,4,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2115,5,yes,0.0,I think I understand the main concepts from this exercise..
S2115,6,yes,0.0,I completed the assignment based on the course materials..
S2115,7,no,,
S2115,8,yes,1.0,I think I understand the main concepts from this exercise..
S2115,9,no,,
S2115,10,yes,1.0,I completed the assignment based on the course materials..
S2115,11,yes,0.0,I submitted the work..
S2115,12,no,,
S2115,13,yes,1.0,I followed the guidelines..
S2115,14,yes,1.0,I followed the guidelines..
S2115,15,yes,3.0,I submitted the work..
S2115,16,no,,
S2116,1,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2116,2,yes,1.0,This connects well with what we studied in previous weeks..
S2116,3,yes,1.0,This connects well with what we studied in previous weeks..
S2116,4,yes,1.0,I applied what we learned to a real-world situation in my analysis..
S2116,5,yes,2.0,I tried to apply the methods we discussed in class..
S2116,6,yes,1.0,I reviewed the readings and completed the analysis..
S2116,7,yes,0.0,I think I understand the main concepts from this exercise..
S2116,8,yes,3.0,I tried to apply the methods we discussed in class..
S2116,9,no,,
S2116,10,yes,2.0,I think I understand the main concepts from this exercise..
S2116,11,no,,
S2116,12,no,,
S2116,13,no,,
S2116,14,no,,
S2116,15,yes,1.0,I completed what was asked for..
S2116,16,yes,2.0,I followed the guidelines..
S2117,1,yes,0.0,The examples in class really helped me understand the concepts better..
S2117,2,yes,0.0,This connects well with what we studied in previous weeks..
S2117,3,yes,0.0,The examples in class really helped me understand the concepts better. I found the connections to previous material particularly helpful..
S2117,4,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2117,5,yes,1.0,I enjoyed exploring the different perspectives on this topic..
S2117,6,yes,0.0,The examples in class really helped me understand the concepts better..
S2117,7,yes,0.0,This connects well with what we studied in previous weeks..
S2117,8,yes,0.0,This connects well with what we studied in previous weeks. I found the connections to previous material particularly helpful..
S2117,9,yes,0.0,I applied what we learned to a real-world situation in my analysis. I found the connections to previous material particularly helpful..
S2117,10,yes,1.0,The examples in class really helped me understand the concepts better..
S2117,11,yes,0.0,The examples in class really helped me understand the concepts better..
S2117,12,no,,
S2117,13,yes,3.0,I applied what we learned to a real-world situation in my analysis..
S2117,14,yes,0.0,This connects well with what we studied in previous weeks..
S2117,15,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2117,16,yes,0.0,I found this topic interesting and learned a lot from the research..
S2118,1,yes,0.0,I followed the instructions and addressed all the requirements..
S2118,2,yes,1.0,I enjoyed exploring the different perspectives on this topic..
S2118,3,yes,2.0,I found this topic interesting and learned a lot from the research..
S2118,4,yes,1.0,I completed the assignment based on the course materials..
S2118,5,yes,1.0,The examples in class really helped me understand the concepts better..
S2118,6,yes,0.0,The examples in class really helped me understand the concepts better..
S2118,7,yes,0.0,This connects well with what we studied in previous weeks..
S2118,8,no,,
S2118,9,yes,0.0,The examples in class really helped me understand the concepts better..
S2118,10,yes,0.0,I found this topic interesting and learned a lot from the research..
S2118,11,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2118,12,yes,1.0,The examples in class really helped me understand the concepts better..
S2118,13,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2118,14,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2118,15,yes,0.0,I found this topic interesting and learned a lot from the research..
S2118,16,yes,0.0,I found this topic interesting and learned a lot from the research..
S2119,1,yes,1.0,I applied what we learned to a real-world situation in my analysis. I found the connections to previous material particularly helpful..
S2119,2,no,,
S2119,3,no,,
S2119,4,yes,0.0,The examples in class really helped me understand the concepts better..
S2119,5,yes,0.0,The examples in class really helped me understand the concepts better. I found the connections to previous material particularly helpful..
S2119,6,yes,1.0,This connects well with what we studied in previous weeks..
S2119,7,yes,1.0,I found this topic interesting and learned a lot from the research. I found the connections to previous material particularly helpful..
S2119,8,yes,0.0,I applied what we learned to a real-world situation in my analysis. I found the connections to previous material particularly helpful..
S2119,9,yes,0.0,I enjoyed exploring the different perspectives on this topic. I found the connections to previous material particularly helpful..
S2119,10,no,,
S2119,11,yes,2.0,I applied what we learned to a real-world situation in my analysis..
S2119,12,yes,0.0,I found this topic interesting and learned a lot from the research. I found the connections to previous material particularly helpful..
S2119,13,yes,0.0,I followed the instructions and addressed all the requirements..
S2119,14,yes,2.0,I found this topic interesting and learned a lot from the research. I found the connections to previous material particularly helpful..
S2119,15,no,,
S2119,16,yes,2.0,I enjoyed exploring the different perspectives on this topic. I found the connections to previous material particularly helpful..
S2120,1,no,,
S2120,2,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2120,3,no,,
S2120,4,yes,2.0,I applied what we learned to a real-world situation in my analysis..
S2120,5,no,,
S2120,6,yes,0.0,I reviewed the readings and completed the analysis..
S2120,7,yes,1.0,I completed the assignment based on the course materials..
S2120,8,yes,1.0,I think I understand the main concepts from this exercise..
S2120,9,yes,0.0,I followed the instructions and addressed all the requirements..
S2120,10,no,,
S2120,11,yes,1.0,I submitted the work..
S2120,12,no,,
S2120,13,no,,
S2120,14,yes,0.0,I turned in the assignment..
S2120,15,no,,
S2120,16,yes,1.0,I submitted the work..
S2121,1,yes,0.0,I followed the instructions and addressed all the requirements..
S2121,2,yes,0.0,I think I understand the main concepts from this exercise..
S2121,3,yes,0.0,I think I understand the main concepts from this exercise..
S2121,4,yes,2.0,I reviewed the readings and completed the analysis..
S2121,5,yes,2.0,I think I understand the main concepts from this exercise..
S2121,6,no,,
S2121,7,yes,0.0,I followed the instructions and addressed all the requirements..
S2121,8,yes,0.0,I completed the assignment based on the course materials..
S2121,9,yes,1.0,I followed the instructions and addressed all the requirements..
S2121,10,yes,1.0,I tried to apply the methods we discussed in class..
S2121,11,yes,0.0,I think I understand the main concepts from this exercise..
S2121,12,yes,3.0,I completed the assignment based on the course materials..
S2121,13,yes,1.0,I think I understand the main concepts from this exercise..
S2121,14,no,,
S2121,15,yes,0.0,I think I understand the main concepts from this exercise..
S2121,16,yes,2.0,I tried to apply the methods we discussed in class..
S2122,1,yes,2.0,This connects well with what we studied in previous weeks..
S2122,2,yes,0.0,I found this topic interesting and learned a lot from the research..
S2122,3,yes,1.0,I applied what we learned to a real-world situation in my analysis..
S2122,4,yes,1.0,The examples in class really helped me understand the concepts better..
S2122,5,yes,1.0,I think I understand the main concepts from this exercise..
S2122,6,yes,0.0,I followed the instructions and addressed all the requirements..
S2122,7,yes,2.0,I completed the assignment based on the course materials..
S2122,8,no,,
S2122,9,no,,
S2122,10,yes,1.0,I completed the assignment based on the course materials..
S2122,11,yes,2.0,I followed the guidelines..
S2122,12,yes,1.0,I did the assignment as required..
S2122,13,no,,
S2122,14,no,,
S2122,15,no,,
S2122,16,no,,
S2123,1,no,,
S2123,2,yes,0.0,I tried to apply the methods we discussed in class. I found the connections to previous material particularly helpful..
S2123,3,yes,0.0,I think I understand the main concepts from this exercise. I found the connections to previous material particularly helpful..
S2123,4,yes,0.0,I completed the assignment based on the course materials..
S2123,5,yes,0.0,The examples in class really helped me understand the concepts better..
S2123,6,yes,2.0,This connects well with what we studied in previous weeks..
S2123,7,yes,1.0,The examples in class really helped me understand the concepts better..
S2123,8,yes,0.0,I think I understand the main concepts from this exercise..
S2123,9,yes,3.0,I completed the assignment based on the course materials..
S2123,10,yes,2.0,This connects well with what we studied in previous weeks..
S2123,11,yes,1.0,This connects well with what we studied in previous weeks. I found the connections to previous material particularly helpful..
S2123,12,yes,0.0,I followed the instructions and addressed all the requirements..
S2123,13,yes,1.0,I followed the instructions and addressed all the requirements. I found the connections to previous material particularly helpful..
S2123,14,yes,0.0,I reviewed the readings and completed the analysis. I found the connections to previous material particularly helpful..
S2123,15,yes,1.0,I think I understand the main concepts from this exercise..
S2123,16,yes,1.0,The examples in class really helped me understand the concepts better..
S2124,1,yes,0.0,I reviewed the readings and completed the analysis..
S2124,2,no,,
S2124,3,yes,0.0,I think I understand the main concepts from this exercise..
S2124,4,yes,3.0,I reviewed the readings and completed the analysis..
S2124,5,yes,1.0,I completed the assignment based on the course materials..
S2124,6,yes,1.0,I tried to apply the methods we discussed in class..
S2124,7,yes,2.0,I followed the instructions and addressed all the requirements..
S2124,8,yes,0.0,I completed the assignment based on the course materials..
S2124,9,no,,
S2124,10,yes,0.0,I think I understand the main concepts from this exercise..
S2124,11,yes,1.0,I completed the assignment based on the course materials..
S2124,12,yes,0.0,I completed the assignment based on the course materials..
S2124,13,yes,1.0,I followed the instructions and addressed all the requirements..
S2124,14,yes,0.0,I reviewed the readings and completed the analysis..
S2124,15,no,,
S2124,16,yes,0.0,I followed the instructions and addressed all the requirements..
S2125,1,yes,2.0,I did the assignment as required..
S2125,2,yes,0.0,I turned in the assignment..
S2125,3,no,,
S2125,4,yes,2.0,I followed the instructions and addressed all the requirements..
S2125,5,yes,2.0,I did the assignment as required..
S2125,6,yes,1.0,I submitted the work..
S2125,7,yes,0.0,I tried to apply the methods we discussed in class..
S2125,8,no,,
S2125,9,yes,1.0,I turned in the assignment..
S2125,10,yes,1.0,I did the assignment as required..
S2125,11,no,,
S2125,12,yes,2.0,I completed what was asked for..
S2125,13,yes,0.0,I did the assignment as required..
S2125,14,yes,2.0,I followed the instructions and addressed all the requirements..
S2125,15,no,,
S2125,16,yes,1.0,I followed the instructions and addressed all the requirements..
